occurrence_id,source_path,source_line,label,record_kind,baseline_presence,original_target,capability,disposition,native_owner,invariant,upstream_evidence,regression_requirement,behavioral_risk,accounting_impact,status,evidence_status
LP319,scripts/patch-prime-agent.mjs,4712,bundled avoid full converted message clone,patch_definition,S and current D,findBundledCliChunk(),P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP320,scripts/patch-prime-agent.mjs,4717,bundled conservative extension entry ref invalidation,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP321,scripts/patch-prime-agent.mjs,4738,bundled conservative host transform entry ref invalidation,patch_definition,S and current D,findBundledCliChunk(),P11,PORT_NATIVE,"packages/coding-agent/src/core/{messages,session-manager}.ts; context history/store",Exact message-to-entry identities,"D adds conversion entryRefs, exact WeakMap bindings and custom-message append/rollback IDs; H SessionContext and conversion lack entryRefs. Bind every native/custom/compaction/refinement/autonomous message source; clear refs on arbitrary transform, including same-length replacements.",session-manager/build-context.test.ts; context-tree.test.ts; C03/C06/P08/F18,Array positions are not durable identity; later paging cannot retain second full-history map,Request source snapshot and coverage need stable source IDs,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP322,scripts/patch-prime-agent.mjs,4753,bundled budget purpose for provider-bound threshold estimate,patch_definition,S and current D,findBundledCliChunk(),P15,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/agent-session.ts getContextUsage; provider counter,Rendered budget and context-usage anchor,D estimates messages+system+tools and caches same-epoch prompt-usage delta under projectionIdentity; excludes billed output. H getContextUsage at 11893 remains native-history based. Preserve control byte thresholds; W6 adds real-template budgeting.,Legacy observational-budget/cache-anchor fixtures; C04/C08/R08/R10,Stale projection/source/model/tool identity produces false remaining context,Context occupancy is not billable input+output; unknown stays unknown,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP323,scripts/patch-prime-agent.mjs,4759,bundled complete provider-bound threshold estimate,patch_definition,S and current D,findBundledCliChunk(),P15,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/agent-session.ts getContextUsage; provider counter,Rendered budget and context-usage anchor,D estimates messages+system+tools and caches same-epoch prompt-usage delta under projectionIdentity; excludes billed output. H getContextUsage at 11893 remains native-history based. Preserve control byte thresholds; W6 adds real-template budgeting.,Legacy observational-budget/cache-anchor fixtures; C04/C08/R08/R10,Stale projection/source/model/tool identity produces false remaining context,Context occupancy is not billable input+output; unknown stays unknown,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP324,scripts/patch-prime-agent.mjs,4785,bundled same-epoch provider usage anchor,patch_definition,S and current D,findBundledCliChunk(),P15,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/agent-session.ts getContextUsage; provider counter,Rendered budget and context-usage anchor,D estimates messages+system+tools and caches same-epoch prompt-usage delta under projectionIdentity; excludes billed output. H getContextUsage at 11893 remains native-history based. Preserve control byte thresholds; W6 adds real-template budgeting.,Legacy observational-budget/cache-anchor fixtures; C04/C08/R08/R10,Stale projection/source/model/tool identity produces false remaining context,Context occupancy is not billable input+output; unknown stays unknown,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP325,scripts/patch-prime-agent.mjs,4848,bundled provider prompt usage excludes billed output,patch_definition,S and current D,findBundledCliChunk(),P15,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/agent-session.ts getContextUsage; provider counter,Rendered budget and context-usage anchor,D estimates messages+system+tools and caches same-epoch prompt-usage delta under projectionIdentity; excludes billed output. H getContextUsage at 11893 remains native-history based. Preserve control byte thresholds; W6 adds real-template budgeting.,Legacy observational-budget/cache-anchor fixtures; C04/C08/R08/R10,Stale projection/source/model/tool identity produces false remaining context,Context occupancy is not billable input+output; unknown stays unknown,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP326,scripts/patch-prime-agent.mjs,4927,bundled synchronous cached provider context usage,patch_definition,S and current D,findBundledCliChunk(),P15,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/agent-session.ts getContextUsage; provider counter,Rendered budget and context-usage anchor,D estimates messages+system+tools and caches same-epoch prompt-usage delta under projectionIdentity; excludes billed output. H getContextUsage at 11893 remains native-history based. Preserve control byte thresholds; W6 adds real-template budgeting.,Legacy observational-budget/cache-anchor fixtures; C04/C08/R08/R10,Stale projection/source/model/tool identity produces false remaining context,Context occupancy is not billable input+output; unknown stays unknown,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP327,scripts/patch-prime-agent.mjs,4988,clear pending automatic refinement work,patch_definition,S and current D,dist/core/agent-session.js,P16,REPLACE_DESIGN,packages/coding-agent/src/core/refinement/refinement.ts; owned context auxiliary job service; core/agent-session.ts integration,"Refinement projection, prompt overhead and ownership","D reuses one projected review/planner snapshot, clears pending auto-refine, suppresses automatic prompt overhead and offers private enabled override. Current D preserves suppression on quit; native owned jobs must replace global toggles and disposal inference.",refinement.test.ts; suite/agent-session-serialized-refine.test.ts; legacy quit/reload fixture; X09/X10/R06,Off mode or unload must not reenable unexpected work; manual explicit refinement remains allowed,"Meter reviews, declined/failed plans and late learning; independent auxiliary model/effort",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP328,scripts/patch-prime-agent.mjs,5012,bundled clear pending automatic refinement work,patch_definition,S and current D,findBundledCliChunk(),P16,REPLACE_DESIGN,packages/coding-agent/src/core/refinement/refinement.ts; owned context auxiliary job service; core/agent-session.ts integration,"Refinement projection, prompt overhead and ownership","D reuses one projected review/planner snapshot, clears pending auto-refine, suppresses automatic prompt overhead and offers private enabled override. Current D preserves suppression on quit; native owned jobs must replace global toggles and disposal inference.",refinement.test.ts; suite/agent-session-serialized-refine.test.ts; legacy quit/reload fixture; X09/X10/R06,Off mode or unload must not reenable unexpected work; manual explicit refinement remains allowed,"Meter reviews, declined/failed plans and late learning; independent auxiliary model/effort",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP329,scripts/patch-prime-agent.mjs,5037,projection identity accumulator,patch_definition,S and current D,dist/core/extensions/runner.js,P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP330,scripts/patch-prime-agent.mjs,5047,projection identity result propagation,patch_definition,S and current D,dist/core/extensions/runner.js,P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP331,scripts/patch-prime-agent.mjs,5064,projection identity runner return,patch_definition,S and current D,dist/core/extensions/runner.js,P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP332,scripts/patch-prime-agent.mjs,5076,projection identity model context result type,patch_definition,S and current D,dist/core/extensions/types.d.ts,P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP333,scripts/patch-prime-agent.mjs,5091,projection identity runner result type,patch_definition,S and current D,dist/core/extensions/runner.d.ts,P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP334,scripts/patch-prime-agent.mjs,5104,provider anchor requires projection identity,patch_definition,S and current D,dist/core/agent-session.js,P15,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/agent-session.ts getContextUsage; provider counter,Rendered budget and context-usage anchor,D estimates messages+system+tools and caches same-epoch prompt-usage delta under projectionIdentity; excludes billed output. H getContextUsage at 11893 remains native-history based. Preserve control byte thresholds; W6 adds real-template budgeting.,Legacy observational-budget/cache-anchor fixtures; C04/C08/R08/R10,Stale projection/source/model/tool identity produces false remaining context,Context occupancy is not billable input+output; unknown stays unknown,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP335,scripts/patch-prime-agent.mjs,5113,cache provider projection identity,patch_definition,S and current D,dist/core/agent-session.js,P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP336,scripts/patch-prime-agent.mjs,5126,bundled projection identity accumulator,patch_definition,S and current D,findBundledCliChunk(),P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP337,scripts/patch-prime-agent.mjs,5136,bundled projection identity result propagation,patch_definition,S and current D,findBundledCliChunk(),P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP338,scripts/patch-prime-agent.mjs,5152,bundled projection identity runner return,patch_definition,S and current D,findBundledCliChunk(),P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP339,scripts/patch-prime-agent.mjs,5161,bundled provider anchor requires projection identity,patch_definition,S and current D,findBundledCliChunk(),P15,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/agent-session.ts getContextUsage; provider counter,Rendered budget and context-usage anchor,D estimates messages+system+tools and caches same-epoch prompt-usage delta under projectionIdentity; excludes billed output. H getContextUsage at 11893 remains native-history based. Preserve control byte thresholds; W6 adds real-template budgeting.,Legacy observational-budget/cache-anchor fixtures; C04/C08/R08/R10,Stale projection/source/model/tool identity produces false remaining context,Context occupancy is not billable input+output; unknown stays unknown,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP340,scripts/patch-prime-agent.mjs,5170,bundled cache provider projection identity,patch_definition,S and current D,findBundledCliChunk(),P12,PORT_NATIVE,packages/coding-agent/src/core/context/compiler; core/sdk.ts; injected agent service; provider render/count adapter,Purpose-aware shared projection and cache identity,"D projectContext covers provider/budget/compaction/branch-summary/refine; H only generic extension context transform. Includes raw->provider conversion, image-blocking order, conservative ref invalidation and projectionIdentity. Native service must replace optional hook ownership.",Legacy provider-budget observational projection fixtures; P02/C02-C04/F04,Do not run duplicate raw/model transforms or mutate state during budget queries,"Same snapshot must be used by render, count and receipt metadata",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP341,scripts/patch-prime-agent.mjs,5183,automatic refinement prompt state,patch_definition,S and current D,dist/core/agent-session.js,P16,REPLACE_DESIGN,packages/coding-agent/src/core/refinement/refinement.ts; owned context auxiliary job service; core/agent-session.ts integration,"Refinement projection, prompt overhead and ownership","D reuses one projected review/planner snapshot, clears pending auto-refine, suppresses automatic prompt overhead and offers private enabled override. Current D preserves suppression on quit; native owned jobs must replace global toggles and disposal inference.",refinement.test.ts; suite/agent-session-serialized-refine.test.ts; legacy quit/reload fixture; X09/X10/R06,Off mode or unload must not reenable unexpected work; manual explicit refinement remains allowed,"Meter reviews, declined/failed plans and late learning; independent auxiliary model/effort",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP342,scripts/patch-prime-agent.mjs,5193,empty harness prompt and automatic refinement mode,patch_definition,S and current D,dist/core/refinement/refinement.js,P16,REPLACE_DESIGN,packages/coding-agent/src/core/refinement/refinement.ts; owned context auxiliary job service; core/agent-session.ts integration,"Refinement projection, prompt overhead and ownership","D reuses one projected review/planner snapshot, clears pending auto-refine, suppresses automatic prompt overhead and offers private enabled override. Current D preserves suppression on quit; native owned jobs must replace global toggles and disposal inference.",refinement.test.ts; suite/agent-session-serialized-refine.test.ts; legacy quit/reload fixture; X09/X10/R06,Off mode or unload must not reenable unexpected work; manual explicit refinement remains allowed,"Meter reviews, declined/failed plans and late learning; independent auxiliary model/effort",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP343,scripts/patch-prime-agent.mjs,5204,capture concise harness entries,patch_definition,S and current D,dist/core/refinement/refinement.js,P16,REPLACE_DESIGN,packages/coding-agent/src/core/refinement/refinement.ts; owned context auxiliary job service; core/agent-session.ts integration,"Refinement projection, prompt overhead and ownership","D reuses one projected review/planner snapshot, clears pending auto-refine, suppresses automatic prompt overhead and offers private enabled override. Current D preserves suppression on quit; native owned jobs must replace global toggles and disposal inference.",refinement.test.ts; suite/agent-session-serialized-refine.test.ts; legacy quit/reload fixture; X09/X10/R06,Off mode or unload must not reenable unexpected work; manual explicit refinement remains allowed,"Meter reviews, declined/failed plans and late learning; independent auxiliary model/effort",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP344,scripts/patch-prime-agent.mjs,5212,separate harness entries from refinement history,patch_definition,S and current D,dist/core/refinement/refinement.js,P16,REPLACE_DESIGN,packages/coding-agent/src/core/refinement/refinement.ts; owned context auxiliary job service; core/agent-session.ts integration,"Refinement projection, prompt overhead and ownership","D reuses one projected review/planner snapshot, clears pending auto-refine, suppresses automatic prompt overhead and offers private enabled override. Current D preserves suppression on quit; native owned jobs must replace global toggles and disposal inference.",refinement.test.ts; suite/agent-session-serialized-refine.test.ts; legacy quit/reload fixture; X09/X10/R06,Off mode or unload must not reenable unexpected work; manual explicit refinement remains allowed,"Meter reviews, declined/failed plans and late learning; independent auxiliary model/effort",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP345,scripts/patch-prime-agent.mjs,5218,omit disabled automatic refinement prompt overhead,patch_definition,S and current D,dist/core/refinement/refinement.js,P16,REPLACE_DESIGN,packages/coding-agent/src/core/refinement/refinement.ts; owned context auxiliary job service; core/agent-session.ts integration,"Refinement projection, prompt overhead and ownership","D reuses one projected review/planner snapshot, clears pending auto-refine, suppresses automatic prompt overhead and offers private enabled override. Current D preserves suppression on quit; native owned jobs must replace global toggles and disposal inference.",refinement.test.ts; suite/agent-session-serialized-refine.test.ts; legacy quit/reload fixture; X09/X10/R06,Off mode or unload must not reenable unexpected work; manual explicit refinement remains allowed,"Meter reviews, declined/failed plans and late learning; independent auxiliary model/effort",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP346,scripts/patch-prime-agent.mjs,5228,bundled automatic refinement prompt state,patch_definition,S and current D,findBundledCliChunk(),P16,REPLACE_DESIGN,packages/coding-agent/src/core/refinement/refinement.ts; owned context auxiliary job service; core/agent-session.ts integration,"Refinement projection, prompt overhead and ownership","D reuses one projected review/planner snapshot, clears pending auto-refine, suppresses automatic prompt overhead and offers private enabled override. Current D preserves suppression on quit; native owned jobs must replace global toggles and disposal inference.",refinement.test.ts; suite/agent-session-serialized-refine.test.ts; legacy quit/reload fixture; X09/X10/R06,Off mode or unload must not reenable unexpected work; manual explicit refinement remains allowed,"Meter reviews, declined/failed plans and late learning; independent auxiliary model/effort",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP347,scripts/patch-prime-agent.mjs,5235,bundled empty harness prompt and automatic refinement mode,patch_definition,S and current D,findBundledCliChunk(),P16,REPLACE_DESIGN,packages/coding-agent/src/core/refinement/refinement.ts; owned context auxiliary job service; core/agent-session.ts integration,"Refinement projection, prompt overhead and ownership","D reuses one projected review/planner snapshot, clears pending auto-refine, suppresses automatic prompt overhead and offers private enabled override. Current D preserves suppression on quit; native owned jobs must replace global toggles and disposal inference.",refinement.test.ts; suite/agent-session-serialized-refine.test.ts; legacy quit/reload fixture; X09/X10/R06,Off mode or unload must not reenable unexpected work; manual explicit refinement remains allowed,"Meter reviews, declined/failed plans and late learning; independent auxiliary model/effort",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP348,scripts/patch-prime-agent.mjs,5246,bundled capture concise harness entries,patch_definition,S and current D,findBundledCliChunk(),P16,REPLACE_DESIGN,packages/coding-agent/src/core/refinement/refinement.ts; owned context auxiliary job service; core/agent-session.ts integration,"Refinement projection, prompt overhead and ownership","D reuses one projected review/planner snapshot, clears pending auto-refine, suppresses automatic prompt overhead and offers private enabled override. Current D preserves suppression on quit; native owned jobs must replace global toggles and disposal inference.",refinement.test.ts; suite/agent-session-serialized-refine.test.ts; legacy quit/reload fixture; X09/X10/R06,Off mode or unload must not reenable unexpected work; manual explicit refinement remains allowed,"Meter reviews, declined/failed plans and late learning; independent auxiliary model/effort",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP349,scripts/patch-prime-agent.mjs,5254,bundled separate harness entries from refinement history,patch_definition,S and current D,findBundledCliChunk(),P16,REPLACE_DESIGN,packages/coding-agent/src/core/refinement/refinement.ts; owned context auxiliary job service; core/agent-session.ts integration,"Refinement projection, prompt overhead and ownership","D reuses one projected review/planner snapshot, clears pending auto-refine, suppresses automatic prompt overhead and offers private enabled override. Current D preserves suppression on quit; native owned jobs must replace global toggles and disposal inference.",refinement.test.ts; suite/agent-session-serialized-refine.test.ts; legacy quit/reload fixture; X09/X10/R06,Off mode or unload must not reenable unexpected work; manual explicit refinement remains allowed,"Meter reviews, declined/failed plans and late learning; independent auxiliary model/effort",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP350,scripts/patch-prime-agent.mjs,5260,bundled omit disabled automatic refinement prompt overhead,patch_definition,S and current D,findBundledCliChunk(),P16,REPLACE_DESIGN,packages/coding-agent/src/core/refinement/refinement.ts; owned context auxiliary job service; core/agent-session.ts integration,"Refinement projection, prompt overhead and ownership","D reuses one projected review/planner snapshot, clears pending auto-refine, suppresses automatic prompt overhead and offers private enabled override. Current D preserves suppression on quit; native owned jobs must replace global toggles and disposal inference.",refinement.test.ts; suite/agent-session-serialized-refine.test.ts; legacy quit/reload fixture; X09/X10/R06,Off mode or unload must not reenable unexpected work; manual explicit refinement remains allowed,"Meter reviews, declined/failed plans and late learning; independent auxiliary model/effort",AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP351,scripts/patch-prime-agent.mjs,5273,goal watcher continuation backoff helpers,patch_definition,S and current D,dist/core/goals.js,P17,REPLACE_DESIGN,packages/coding-agent/src/core/goals.ts; execution/job coordinator; context sparse-frame policy,Goal watcher and continuation backoff,"S has interruptible watcher-signature backoff; D additionally changes default to automatic-goal unless positive progress is recognized. H lacks goalWatcherContinuationSignature/backoff helpers. Carry needed behavior as owned waits with input/goal/branch reset, not model polling.",Legacy package-smoke goal-watcher fixtures; X08/X09; progress/stall/input-arrival race,S and D backoff are different behavioral controls; avoid blocking current input or counting unknown activity as progress,Waiting must not create extra provider turns; report critical path not sum of parallel timers,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP352,scripts/patch-prime-agent.mjs,5389,goal watcher continuation backoff declarations,patch_definition,S and current D,dist/core/goals.d.ts,P17,REPLACE_DESIGN,packages/coding-agent/src/core/goals.ts; execution/job coordinator; context sparse-frame policy,Goal watcher and continuation backoff,"S has interruptible watcher-signature backoff; D additionally changes default to automatic-goal unless positive progress is recognized. H lacks goalWatcherContinuationSignature/backoff helpers. Carry needed behavior as owned waits with input/goal/branch reset, not model polling.",Legacy package-smoke goal-watcher fixtures; X08/X09; progress/stall/input-arrival race,S and D backoff are different behavioral controls; avoid blocking current input or counting unknown activity as progress,Waiting must not create extra provider turns; report critical path not sum of parallel timers,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP353,scripts/patch-prime-agent.mjs,5407,goal watcher continuation backoff imports,patch_definition,S and current D,dist/core/agent-session.js,P17,REPLACE_DESIGN,packages/coding-agent/src/core/goals.ts; execution/job coordinator; context sparse-frame policy,Goal watcher and continuation backoff,"S has interruptible watcher-signature backoff; D additionally changes default to automatic-goal unless positive progress is recognized. H lacks goalWatcherContinuationSignature/backoff helpers. Carry needed behavior as owned waits with input/goal/branch reset, not model polling.",Legacy package-smoke goal-watcher fixtures; X08/X09; progress/stall/input-arrival race,S and D backoff are different behavioral controls; avoid blocking current input or counting unknown activity as progress,Waiting must not create extra provider turns; report critical path not sum of parallel timers,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP354,scripts/patch-prime-agent.mjs,5412,goal watcher continuation backoff state,patch_definition,S and current D,dist/core/agent-session.js,P17,REPLACE_DESIGN,packages/coding-agent/src/core/goals.ts; execution/job coordinator; context sparse-frame policy,Goal watcher and continuation backoff,"S has interruptible watcher-signature backoff; D additionally changes default to automatic-goal unless positive progress is recognized. H lacks goalWatcherContinuationSignature/backoff helpers. Carry needed behavior as owned waits with input/goal/branch reset, not model polling.",Legacy package-smoke goal-watcher fixtures; X08/X09; progress/stall/input-arrival race,S and D backoff are different behavioral controls; avoid blocking current input or counting unknown activity as progress,Waiting must not create extra provider turns; report critical path not sum of parallel timers,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP355,scripts/patch-prime-agent.mjs,5424,goal watcher continuation backoff methods,patch_definition,S and current D,dist/core/agent-session.js,P17,REPLACE_DESIGN,packages/coding-agent/src/core/goals.ts; execution/job coordinator; context sparse-frame policy,Goal watcher and continuation backoff,"S has interruptible watcher-signature backoff; D additionally changes default to automatic-goal unless positive progress is recognized. H lacks goalWatcherContinuationSignature/backoff helpers. Carry needed behavior as owned waits with input/goal/branch reset, not model polling.",Legacy package-smoke goal-watcher fixtures; X08/X09; progress/stall/input-arrival race,S and D backoff are different behavioral controls; avoid blocking current input or counting unknown activity as progress,Waiting must not create extra provider turns; report critical path not sum of parallel timers,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP356,scripts/patch-prime-agent.mjs,5467,goal watcher continuation reset on goal transition,patch_definition,S and current D,dist/core/agent-session.js,P17,REPLACE_DESIGN,packages/coding-agent/src/core/goals.ts; execution/job coordinator; context sparse-frame policy,Goal watcher and continuation backoff,"S has interruptible watcher-signature backoff; D additionally changes default to automatic-goal unless positive progress is recognized. H lacks goalWatcherContinuationSignature/backoff helpers. Carry needed behavior as owned waits with input/goal/branch reset, not model polling.",Legacy package-smoke goal-watcher fixtures; X08/X09; progress/stall/input-arrival race,S and D backoff are different behavioral controls; avoid blocking current input or counting unknown activity as progress,Waiting must not create extra provider turns; report critical path not sum of parallel timers,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
LP357,scripts/patch-prime-agent.mjs,5478,goal watcher continuation await,patch_definition,S and current D,dist/core/agent-session.js,P17,REPLACE_DESIGN,packages/coding-agent/src/core/goals.ts; execution/job coordinator; context sparse-frame policy,Goal watcher and continuation backoff,"S has interruptible watcher-signature backoff; D additionally changes default to automatic-goal unless positive progress is recognized. H lacks goalWatcherContinuationSignature/backoff helpers. Carry needed behavior as owned waits with input/goal/branch reset, not model polling.",Legacy package-smoke goal-watcher fixtures; X08/X09; progress/stall/input-arrival race,S and D backoff are different behavioral controls; avoid blocking current input or counting unknown activity as progress,Waiting must not create extra provider turns; report critical path not sum of parallel timers,AUDITED_SOURCE_NOT_IMPLEMENTED,INTEGRATION-RISK
